timestamp,exchange,symbol,timeframe,setups,direction,close,volume,atr_pct,high_volatility,mtf_confirmed,score
2026-03-20T06:58:05.062933+00:00,OKX,AIXBT/USDT,15m,rsi_overbought,mixed,0.02427,111640.054,0.6864903273630851,True,True,2
2026-03-20T06:58:06.299135+00:00,OKX,AIXBT/USDT:USDT,15m,rsi_overbought,mixed,0.02424,1006330.0,0.7747665350165768,True,True,2
2026-03-20T06:58:09.395918+00:00,OKX,ALLO/USDT,4h,rsi_oversold,mixed,0.11262,153114.34,2.788774628350377,True,True,2
2026-03-20T06:58:10.119127+00:00,OKX,ALLO/USDT:USDT,1h,rsi_oversold,mixed,0.11231,432970.0,1.0854630085602917,True,True,2
2026-03-20T06:58:10.270161+00:00,OKX,ALLO/USDT:USDT,4h,rsi_oversold,mixed,0.11231,1172170.0,2.8298651093511054,True,True,2
2026-03-20T06:58:13.577175+00:00,OKX,ANIME/USDT:USDT,5m,bullish_engulfing,bullish,0.004878,1758430.0,0.25618994000485734,False,False,1
2026-03-20T06:58:18.541014+00:00,OKX,APR/USDT:USDT,15m,rsi_oversold,mixed,0.14156,3360840.0,3.313006398648662,True,True,2
2026-03-20T06:58:18.685079+00:00,OKX,APR/USDT:USDT,1h,rsi_oversold,mixed,0.14166,21082370.0,4.383725171121402,True,True,2
2026-03-20T06:58:19.459611+00:00,OKX,APT/USDT,15m,"bullish_engulfing,rsi_overbought",bullish,1.019,151239.3437,0.7703484297397164,True,True,3
2026-03-20T06:58:19.617897+00:00,OKX,APT/USDT,1h,rsi_overbought,mixed,1.0191,270453.2669,1.335754401809056,True,True,2
2026-03-20T06:58:20.221583+00:00,OKX,APT/USDT:USDT,5m,rsi_overbought,mixed,1.0183,169699.0,0.4793495315330987,False,False,1
2026-03-20T06:58:20.377868+00:00,OKX,APT/USDT:USDT,15m,"bullish_engulfing,rsi_overbought",bullish,1.0183,621142.0,0.769398785514659,True,True,3
2026-03-20T06:58:20.530394+00:00,OKX,APT/USDT:USDT,1h,rsi_overbought,mixed,1.0183,1763191.0,1.328535388189759,True,True,2
2026-03-20T06:58:30.045293+00:00,OKX,ASTER/USDT:USDT,15m,bullish_engulfing,bullish,0.6848,145587.0,0.3430730665770166,False,False,1
2026-03-20T06:58:32.997664+00:00,OKX,ATH/USDT,5m,rsi_overbought,mixed,0.007113,1205938.5,0.6024382176717487,True,True,2
2026-03-20T06:58:33.142219+00:00,OKX,ATH/USDT,15m,rsi_overbought,mixed,0.007113,3667851.9,0.8930189011919413,True,True,2
2026-03-20T06:58:33.454176+00:00,OKX,ATH/USDT,4h,bullish_engulfing,bullish,0.007113,24146129.3,4.028543927515164,True,True,2
2026-03-20T06:58:33.752268+00:00,OKX,ATH/USDT:USDT,3m,bearish_engulfing,bearish,0.007099,1556800.0,0.5499215051448209,True,True,2
2026-03-20T06:58:33.896479+00:00,OKX,ATH/USDT:USDT,5m,rsi_overbought,mixed,0.007099,3379400.0,0.6528074933554565,True,True,2
2026-03-20T06:58:34.056551+00:00,OKX,ATH/USDT:USDT,15m,rsi_overbought,mixed,0.007099,22909600.0,0.9413268037259228,True,True,2
2026-03-20T06:58:34.442956+00:00,OKX,ATH/USDT:USDT,4h,bullish_engulfing,bullish,0.007099,143895500.0,3.9192703092938186,True,True,2
2026-03-20T06:58:36.267848+00:00,OKX,ATOM/USDT:USDT,4h,bullish_engulfing,bullish,1.826,769906.0,2.021600644038208,True,True,2
2026-03-20T06:58:44.795884+00:00,OKX,AZTEC/USDT:USDT,4h,bearish_engulfing,bearish,0.02162,5133500.0,3.2174214047726752,True,True,2
2026-03-20T06:58:45.688364+00:00,OKX,BABY/USDT,4h,bullish_engulfing,bullish,0.01302,7173373.5,3.4104738529128036,True,True,2
2026-03-20T06:58:45.845818+00:00,OKX,BABY/USDT:USDT,1m,bullish_engulfing,bullish,0.01299,856310.0,0.15189793510569516,False,False,1
2026-03-20T06:58:51.553994+00:00,OKX,BARD/USDT,1h,rsi_oversold,mixed,0.5644,109817.88,3.4436783362325847,True,True,2
2026-03-20T06:58:51.706888+00:00,OKX,BARD/USDT,4h,rsi_oversold,mixed,0.5644,328584.3,9.631259445430517,True,True,2
2026-03-20T06:58:52.494745+00:00,OKX,BARD/USDT:USDT,1h,rsi_oversold,mixed,0.5631,1954129.0,3.4856043720360956,True,True,2
